ADM0_CODE,ef5,ipcc_method
1,0.0075,2006
2,0.0075,2006
3,0.0075,2006
4,0.0075,2006
5,0.0075,2006
7,0.0075,2006
8,0.0075,2006
9,0.0075,2006
11,0.0075,2006
12,0.0075,2006
13,0.0075,2006
14,0.0075,2006
15,0.0075,2006
16,0.0075,2006
17,0.0075,2006
18,0.0075,2006
19,0.0075,2006
20,0.0075,2006
21,0.0075,2006
22,0.0075,2006
23,0.0075,2006
24,0.0075,2006
25,0.0075,2006
26,0.0075,2006
27,0.0075,2006
28,0.0075,2006
29,0.0075,2006
30,0.0075,2006
31,0.0075,2006
32,0.0075,2006
33,0.0075,2006
34,0.0075,2006
35,0.0075,2006
36,0.0075,2006
37,0.0075,2006
38,0.0075,2006
39,0.0075,2006
40,0.0075,2006
41,0.0075,2006
42,0.0075,2006
43,0.0075,2006
44,0.0075,2006
45,0.0075,2006
46,0.0075,2006
47,0.0075,2006
48,0.0075,2006
49,0.0075,2006
50,0.0075,2006
51,0.0075,2006
52,0.0075,2006
54,0.0075,2006
55,0.0075,2006
56,0.0075,2006
57,0.0075,2006
58,0.0075,2006
59,0.0075,2006
60,0.0075,2006
61,0.0075,2006
62,0.0075,2006
63,0.0075,2006
64,0.0075,2006
65,0.0075,2006
66,0.0075,2006
67,0.0075,2006
68,0.0075,2006
69,0.0075,2006
70,0.0075,2006
71,0.0075,2006
72,0.0075,2006
73,0.0075,2006
75,0.0075,2006
76,0.0075,2006
77,0.0075,2006
78,0.0075,2006
79,0.0075,2006
80,0.0075,2006
81,0.0075,2006
82,0.0075,2006
83,0.0075,2006
84,0.0075,2006
85,0.0075,2006
86,0.0075,2006
87,0.0075,2006
88,0.0075,2006
89,0.0075,2006
90,0.0075,2006
92,0.0075,2006
93,0.0075,2006
94,0.0075,2006
95,0.0075,2006
96,0.0075,2006
97,0.0075,2006
98,0.0075,2006
99,0.0075,2006
100,0.0075,2006
101,0.0075,2006
103,0.0075,2006
104,0.0075,2006
105,0.0075,2006
106,0.0075,2006
107,0.0075,2006
108,0.0075,2006
109,0.0075,2006
110,0.0075,2006
111,0.0075,2006
112,0.0075,2006
113,0.0075,2006
114,0.0075,2006
115,0.0075,2006
116,0.0075,2006
117,0.0075,2006
118,0.0075,2006
119,0.0075,2006
120,0.0075,2006
121,0.0075,2006
122,0.0075,2006
123,0.0075,2006
126,0.0075,2006
127,0.0075,2006
128,0.0075,2006
129,0.0075,2006
130,0.0075,2006
131,0.0075,2006
132,0.0075,2006
133,0.0075,2006
134,0.0075,2006
135,0.0075,2006
136,0.0075,2006
137,0.0075,2006
138,0.0075,2006
139,0.0075,2006
140,0.0075,2006
141,0.0075,2006
142,0.0075,2006
144,0.0075,2006
145,0.0075,2006
146,0.0075,2006
147,0.0075,2006
148,0.0075,2006
149,0.0075,2006
150,0.0075,2006
151,0.0075,2006
152,0.0075,2006
153,0.0075,2006
154,0.0075,2006
155,0.0075,2006
156,0.0075,2006
157,0.0075,2006
158,0.0075,2006
159,0.0075,2006
160,0.0075,2006
161,0.0075,2006
162,0.0075,2006
163,0.0075,2006
164,0.0075,2006
165,0.0075,2006
166,0.0075,2006
167,0.0075,2006
168,0.0075,2006
169,0.0075,2006
170,0.0075,2006
171,0.0075,2006
172,0.0075,2006
173,0.0075,2006
174,0.0075,2006
175,0.0075,2006
176,0.0075,2006
177,0.0075,2006
178,0.0075,2006
179,0.0075,2006
180,0.0075,2006
181,0.0075,2006
182,0.0075,2006
183,0.0075,2006
184,0.0075,2006
185,0.0075,2006
186,0.0075,2006
187,0.0075,2006
188,0.0075,2006
189,0.0075,2006
190,0.0075,2006
191,0.0075,2006
192,0.0075,2006
193,0.0075,2006
194,0.0075,2006
195,0.0075,2006
196,0.0075,2006
197,0.0075,2006
198,0.0075,2006
199,0.0075,2006
200,0.0075,2006
201,0.0075,2006
202,0.0075,2006
203,0.0075,2006
204,0.0075,2006
205,0.0075,2006
206,0.0075,2006
207,0.0075,2006
208,0.0075,2006
209,0.0075,2006
210,0.0075,2006
211,0.0075,2006
212,0.0075,2006
213,0.0075,2006
214,0.0075,2006
215,0.0075,2006
216,0.0075,2006
217,0.0075,2006
218,0.0075,2006
220,0.0075,2006
221,0.0075,2006
222,0.0075,2006
223,0.0075,2006
224,0.0075,2006
225,0.0075,2006
226,0.0075,2006
227,0.0075,2006
228,0.0075,2006
229,0.0075,2006
230,0.0075,2006
231,0.0075,2006
233,0.0075,2006
234,0.0075,2006
235,0.0075,2006
236,0.0075,2006
237,0.0075,2006
238,0.0075,2006
239,0.0075,2006
240,0.0075,2006
241,0.0075,2006
242,0.0075,2006
243,0.0075,2006
244,0.0075,2006
245,0.0075,2006
246,0.0075,2006
247,0.0075,2006
248,0.0075,2006
249,0.0075,2006
250,0.0075,2006
251,0.0075,2006
252,0.0075,2006
253,0.0075,2006
254,0.0075,2006
255,0.0075,2006
256,0.0075,2006
257,0.0075,2006
258,0.0075,2006
259,0.0075,2006
260,0.0075,2006
261,0.0075,2006
262,0.0075,2006
263,0.0075,2006
264,0.0075,2006
265,0.0075,2006
266,0.0075,2006
267,0.0075,2006
268,0.0075,2006
269,0.0075,2006
270,0.0075,2006
271,0.0075,2006
2647,0.0075,2006
2648,0.0075,2006
33364,0.0075,2006
40760,0.0075,2006
40762,0.0075,2006
40765,0.0075,2006
40781,0.0075,2006
61013,0.0075,2006
147295,0.0075,2006
147296,0.0075,2006
6,0.0075,2006
74,0.0075,2006
102,0.0075,2006
74578,0.0075,2006
