herd_id	cohort_short	ration_intake	ration_digestibility_fraction	nitrogen_excretion	ration_urinary_energy_fraction	ration_ash
1	FA	12.5415826476617	0.709532212618576	0.125064485096781	0.12839	0.04
1	FJ	4.87698237005299	0.972602739726027	0.0868873087425114	0.0411	0.04
1	FS	7.02789936060203	0.709532212618576	0.127884391996975	0.12839	0.04
1	MA	8.69729715122236	0.709532212618576	0.182695423958577	0.12839	0.04
1	MJ	3.63922310050192	0.972602739726027	0.0360154027639623	0.0411	0.04
1	MS	6.96510031466175	0.709532212618576	0.115729178899926	0.12839	0.04
2	FA	7.33764954131088	0.572190679447977	0.120454854870159	0.11828	0.04
2	FJ	6.33465170884208	0.972602739726027	0.148427518566743	0.0411	0.04
2	FS	5.66216185832154	0.572190679447977	0.0899229062090636	0.11828	0.04
2	MA	9.15239667448776	0.572190679447977	0.150245743808391	0.11828	0.04
2	MJ	4.66964851309578	0.972602739726027	0.0799958872215698	0.0411	0.04
2	MS	6.03470882016632	0.572190679447977	0.0937100657061361	0.11828	0.04
3	FA	1.09966456729679	0.642882445582431	0.0195586009886301	0.122634	0.04
3	FJ	0.716578593750705	0.970588235294118	0.0236413863229509	0.0392	0.04
3	FS	0.815380499063558	0.642882445582431	0.0145999808915933	0.122634	0.04
3	MA	0.982319301063609	0.642882445582431	0.019170160892786	0.122634	0.04
3	MJ	0.716540904260537	0.970588235294118	0.0236395546137288	0.0392	0.04
3	MS	0.67670967229209	0.642882445582431	0.011351767393209	0.122634	0.04
4	FA	1.49493250131498	0.563495829753329	0.0242882486854938	0.11622	0.04
4	FJ	0.916274756937695	0.970588235294118	0.031621953187172	0.0392	0.04
4	FS	1.27412982494581	0.563495829753329	0.0195898089595321	0.11622	0.04
4	MA	1.49154045454186	0.563495829753329	0.0242310553848523	0.11622	0.04
4	MJ	0.888248908923267	0.970588235294118	0.0302598969736708	0.0392	0.04
4	MS	1.30036638916994	0.563495829753329	0.0196357711128615	0.11622	0.04
5	FA	1.54008607650618	0.68496062232986	0.0335394969832683	0.13615	0.04
5	FJ	0.324126419136191	0.972602739726027	0.00833826249316413	0.0411	0.04
5	FS	0.786511730734205	0.68496062232986	0.0170820209756411	0.13615	0.04
5	MA	1.78301295186868	0.68496062232986	0.047373547005534	0.13615	0.04
5	MJ	0.324126419136191	0.972602739726027	0.00833826249316413	0.0411	0.04
5	MS	0.610300944662706	0.68496062232986	0.00982887830248941	0.13615	0.04
6	FA	0.762245176766544	0.558056619170171	0.011819000030095	0.115	0.04
6	FJ	0.310759486789459	0.972602739726027	0.00748988157371341	0.0411	0.04
6	FS	0.718714492143797	0.558056619170171	0.0109118760898803	0.115	0.04
6	MA	0.903639217809049	0.558056619170171	0.0140318167724102	0.115	0.04
6	MJ	0.310759486789459	0.972602739726027	0.00748988157371341	0.0411	0.04
6	MS	0.866236226994715	0.558056619170171	0.0127136414333474	0.115	0.04
7	FA	7.90966704697256	0.68432487233309	0.14552415809534	0.124646	0.04
7	FJ	1.67547172454887	0.97119341563786	0.024571825075758	0.0412	0.04
