herd_id,ADM0_CODE,COUNTRY,Animal_short,HerdType_short,cohort,ISO3,ISO3_num,M49_code,RegionClass,Animal,HerdType,LPS,LPS_short,AFCM,AFKG,AMKG,ckg,wkg,BCR,dr1,DR1M,DR2,DRF,DRR2A,DRR2B,DWG2,LW,M2SKG,MFSKG,MMSKG,FRRF,RRF,RRM,WA,afc,bone_free_meat_fraction,carcass_dressing_percentage,parturition_rate,gest,work_hours,idle,lact,lambing_interval,litsize,meat_protein,milk_fat,milk_protein,milk_yield,milking_fraction,draught_fraction,fibre_prod,size_total,female_birth_fraction,duration,offtake_rate,mort_rate,initial_weight,potential_final_weight,slaughter_weight,diet_dig,diet_dm,diet_ge,diet_me,ipcc_method,ef3_burned,ef3_other,ef3_pasture,fracgas_burned,fracgas_other,fracgas_pasture,fracleach_burned,fracleach_other,fracleach_pasture,mcf_burned,mcf_other,mcf_pasture,ef4,ef5,b0_mms_all,b0_mms_pasture
1,133,Kenya,CML,ALL,FA,KEN,,,,Camels,ALL,DummyDataset,ALL,,318,362,28.4,120,0.050790692,,,,,,,,,,318,362,,,,369.9427083,5.250666667,0.65,0.65,0.51,,2,,,,1,0.023,0.035,0.032,1.893890076,0.5,0.1,0.5,3059840,0.5,5000,0,0.067,318,318,318,0.58253489829109,30.79172949881,17.8424883946829,8.26954711291022,2006,0,0.0047389394044479,0.00360639231654528,0,0.123935128730042,0.0649449900383812,0,0.1792732823362,0.0974174850575718,0.0260353187968418,0.014321949080553,0.00180319615827264,0.01,0.0075,0.21,0.21
1,133,Kenya,CML,ALL,FJ,KEN,,,,Camels,ALL,DummyDataset,ALL,,318,362,28.4,120,0.050790692,,,,,,,,,,318,362,,,,369.9427083,5.250666667,0.65,0.65,0.51,,2,,,,1,0.023,0.035,0.032,1.893890076,0.5,0.1,0.5,3059840,0.5,369.9427083,0,0.28,28.4,120,120,0.97,11.56,22.2229757785467,20.6940350449827,2006,0,0.0047389394044479,0.00360639231654528,0,0.123935128730042,0.0649449900383812,0,0.1792732823362,0.0974174850575718,0.0260353187968418,0.014321949080553,0.00180319615827264,0.01,0.0075,0.21,0.21
1,133,Kenya,CML,ALL,FS,KEN,,,,Camels,ALL,DummyDataset,ALL,,318,362,28.4,120,0.050790692,,,,,,,,,,318,362,,,,369.9427083,5.250666667,0.65,0.65,0.51,,2,,,,1,0.023,0.035,0.032,1.893890076,0.5,0.1,0.5,3059840,0.5,1546.550625,0,0.03,120,318,318,0.58253489829109,30.79172949881,17.8424883946829,8.26954711291022,2006,0,0.0047389394044479,0.00360639231654528,0,0.123935128730042,0.0649449900383812,0,0.1792732823362,0.0974174850575718,0.0260353187968418,0.014321949080553,0.00180319615827264,0.01,0.0075,0.21,0.21
1,133,Kenya,CML,ALL,MA,KEN,,,,Camels,ALL,DummyDataset,ALL,,318,362,28.4,120,0.050790692,,,,,,,,,,318,362,,,,369.9427083,5.250666667,0.65,0.65,0.51,,2,,,,1,0.023,0.035,0.032,1.893890076,0.5,0.1,0.5,3059840,0.5,5000,0,0.067,362,362,362,0.58253489829109,30.79172949881,17.8424883946829,8.26954711291022,2006,0,0.0047389394044479,0.00360639231654528,0,0.123935128730042,0.0649449900383812,0,0.1792732823362,0.0974174850575718,0.0260353187968418,0.014321949080553,0.00180319615827264,0.01,0.0075,0.21,0.21
1,133,Kenya,CML,ALL,MJ,KEN,,,,Camels,ALL,DummyDataset,ALL,,318,362,28.4,120,0.050790692,,,,,,,,,,318,362,,,,369.9427083,5.250666667,0.65,0.65,0.51,,2,,,,1,0.023,0.035,0.032,1.893890076,0.5,0.1,0.5,3059840,0.5,369.9427083,0,0.28,28.4,120,120,0.97,11.56,22.2229757785467,20.6940350449827,2006,0,0.0047389394044479,0.00360639231654528,0,0.123935128730042,0.0649449900383812,0,0.1792732823362,0.0974174850575718,0.0260353187968418,0.014321949080553,0.00180319615827264,0.01,0.0075,0.21,0.21
1,133,Kenya,CML,ALL,MS,KEN,,,,Camels,ALL,DummyDataset,ALL,,318,362,28.4,120,0.050790692,,,,,,,,,,318,362,,,,369.9427083,5.250666667,0.65,0.65,0.51,,2,,,,1,0.023,0.035,0.032,1.893890076,0.5,0.1,0.5,3059840,0.5,1546.550625,0.496,0.03,120,362,362,0.58253489829109,30.79172949881,17.8424883946829,8.26954711291022,2006,0,0.0047389394044479,0.00360639231654528,0,0.123935128730042,0.0649449900383812,0,0.1792732823362,0.0974174850575718,0.0260353187968418,0.014321949080553,0.00180319615827264,0.01,0.0075,0.21,0.21
2,133,Kenya,CTL,DRY,FA,KEN,,,,Cattle,Dairy,DummyDataset,GRS,,293.985311596072,419.12239795484,26.4474250198657,180,0.0507906921423384,0.14983484461575,0.20918412659019,0.0550086230830124,0,0,0,0,297.009444410731,0,597.0935799068,597.0935799068,0.950000000000001,0.0555003979408092,0,0.164383561643836,3.99438187935194,0.65,0.65,0.669090563478174,0,1.1,0,0,0,1,0.2113,0.0430000000000001,0.036,1.62047571615534,1,0.1,0,7363149.246,0.5,5000,0,0.0550086230830124,293.985311596072,293.985311596072,293.985311596072,0.561378836220402,52.1717530254612,17.8446121136445,7.99079546642193,2006,0,0.00100000001490116,0.00949999988079071,0,0.0336000001430512,0.144000005722046,0,0.042000000178814,0.216000008583069,0,0.00100000001490116,0.0189999997615814,0.01,0.0075,0.13,0.13
2,133,Kenya,CTL,DRY,FJ,KEN,,,,Cattle,Dairy,DummyDataset,GRS,,293.985311596072,419.12239795484,26.4474250198657,180,0.0507906921423384,0.14983484461575,0.20918412659019,0.0550086230830124,0,0,0,0,297.009444410731,0,597.0935799068,597.0935799068,0.950000000000001,0.0555003979408092,0,0.164383561643836,3.99438187935194,0.65,0.65,0.669090563478174,0,1.1,0,0,0,1,0.2113,0.0430000000000001,0.036,1.62047571615534,1,0.1,0,7363149.246,0.5,240,0.472824416106012,0.14983484461575,26.4474250198657,37.4575968057433,37.4575968057433,0.97,12.2,21.9488524590164,20.4387714098361,2006,0,0.00100000001490116,0.00949999988079071,0,0.0336000001430512,0.144000005722046,0,0.042000000178814,0.216000008583069,0,0.00100000001490116,0.0189999997615814,0.01,0.0075,0.13,0.13
2,133,Kenya,CTL,DRY,FS,KEN,,,,Cattle,Dairy,DummyDataset,GRS,,293.985311596072,419.12239795484,26.4474250198657,180,0.0507906921423384,0.14983484461575,0.20918412659019,0.0550086230830124,0,0,0,0,297.009444410731,0,597.0935799068,597.0935799068,0.950000000000001,0.0555003979408092,0,0.164383561643836,3.99438187935194,0.65,0.65,0.669090563478174,0,1.1,0,0,0,1,0.2113,0.0430000000000001,0.036,1.62047571615534,1,0.1,0,7363149.246,0.5,1397.94938596346,0.472824416106012,0.0550086230830124,37.4575968057433,293.985311596072,597.0935799068,0.561378836220402,52.1717530254612,17.8446121136445,7.99079546642193,2006,0,0.00100000001490116,0.00949999988079071,0,0.0336000001430512,0.144000005722046,0,0.042000000178814,0.216000008583069,0,0.00100000001490116,0.0189999997615814,0.01,0.0075,0.13,0.13
2,133,Kenya,CTL,DRY,MA,KEN,,,,Cattle,Dairy,DummyDataset,GRS,,293.985311596072,419.12239795484,26.4474250198657,180,0.0507906921423384,0.14983484461575,0.20918412659019,0.0550086230830124,0,0,0,0,297.009444410731,0,597.0935799068,597.0935799068,0.950000000000001,0.0555003979408092,0,0.164383561643836,3.99438187935194,0.65,0.65,0.669090563478174,0,1.1,0,0,0,1,0.2113,0.0430000000000001,0.036,1.62047571615534,1,0.1,0,7363149.246,0.5,1868.50818192996,0,0.0550086230830124,419.12239795484,419.12239795484,419.12239795484,0.561378836220402,52.1717530254612,17.8446121136445,7.99079546642193,2006,0,0.00100000001490116,0.00949999988079071,0,0.0336000001430512,0.144000005722046,0,0.042000000178814,0.216000008583069,0,0.00100000001490116,0.0189999997615814,0.01,0.0075,0.13,0.13
